Date,FW_temp,FW_pH,FW_BOD,FW_COD,FW_SS,FW_TN,FW_TP,FW_TS,FW_VS,FW_VS%,MCA_in,MCA_eff,MCA_temp,MCA_pH,MCA_TS,MCA_VS,MCA_VS%,MCA_VFA,MCA_Alk,MCA_VFA/TA,MCA_OLR,MCA_efficiency,MCA_HRT,MCB_in,MCB_eff,MCB_temp,MCB_pH,MCB_TS,MCB_VS,MCB_VS%,MCB_VFA,MCB_Alk,MCB_VFA/TA,MCB_OLR,MCB_efficiency,MCB_HRT,MHC_in,MHC_eff,MHC_temp,MHC_pH,MHC_TS,MHC_VS,MHC_VS%,MHC_VFA,MHC_Alk,MHC_VFA/TA,MHC_OLR,MHC_efficiency,MHC_HRT,MHA_in,MHA_eff,MHA_temp,MHA_pH,MHA_TS,MHA_VS,MHA_VS%,MHA_VFA,MHA_Alk,MHA_VFA/TA,MHA_OLR,MHA_efficiency,MHA_HRT,MHB_in,MHB_eff,MHB_temp,MHB_pH,MHB_TS,MHB_VS,MHB_VS%,MHB_VFA,MHB_Alk,MHB_VFA/TA,MHB_OLR,MHB_efficiency,MHB_HRT,BP,CH4,CO2,deH2S,NH3
2022-08-19,,,,,,,,,,,90.0,,,,,,,,,,,,33.0,,,,,,,,,,,,,,55.0,,40.8,7.48,46930.0,25330.0,54.0,2606.0,10985.0,0.24,,,41.0,50.0,73.0,,,,,,,,,,,35.0,60.0,66.0,37.5,7.49,41120.0,21940.0,53.4,1305.0,9895.0,0.13,,,29.0,25282.0,73.4,26.6,27.0,0.0
2022-08-20,,,,,,,,,,,90.0,,,,,,,,,,,,33.0,,,,,,,,,,,,,,55.0,,,,,,,,,,,,41.0,50.0,72.0,,,,,,,,,,,35.0,60.0,77.0,,,,,,,,,,,29.0,25132.0,72.6,27.4,30.0,0.0
2022-08-21,,,,,,,,,,,80.0,,,,,,,,,,,,38.0,,,,,,,,,,,,,,30.0,,,,,,,,,,,,76.0,35.0,76.0,,,,,,,,,,,50.0,40.0,83.0,,,,,,,,,,,44.0,24262.0,73.2,25.2,29.0,0.0
2022-08-22,,,,,,,,,,,90.0,,38.4,7.57,52450.0,31720.0,60.5,2678.0,11330.0,0.24,,,33.0,,,,,,,,,,,,,,55.0,,,,,,,,,,,,41.0,50.0,18.0,35.3,7.6,41360.0,18560.0,44.9,1534.0,9265.0,0.17,,,35.0,60.0,19.0,,,,,,,,,,,29.0,25405.0,73.5,25.1,14.0,0.0
2022-08-23,,,,,,,,,,,90.0,,,,,,,,,,,,33.0,,,,,,,,,,,,,,55.0,,36.5,7.52,47400.0,26380.0,55.7,2430.0,10715.0,0.23,,,41.0,50.0,73.0,,,,,,,,,,,35.0,60.0,68.0,36.0,7.58,43170.0,23470.0,54.4,1451.0,13450.0,0.11,,,29.0,25814.0,75.3,24.5,26.0,0.0
2022-08-24,,,,,,,,,,,90.0,,,,,,,,,,,,33.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,46.0,55.0,78.0,,,,,,,,,,,32.0,60.0,66.0,,,,,,,,,,,29.0,27391.0,72.2,27.8,21.0,0.0
2022-08-25,30.0,4.3,93312.8,56625.6,,3311.91,789.819,135510.0,118350.0,87.3,75.0,,38.1,7.69,49790.0,30180.0,60.6,2460.0,12855.0,0.19,2.96,0.78,40.0,,,,,,,,,,,,,,45.0,,,,,,,,,,2.34,,51.0,40.0,88.0,38.8,7.55,46960.0,23460.0,50.0,2164.0,9705.0,0.22,2.72,0.85,44.0,45.0,86.0,,,,,,,,,3.06,,39.0,23830.0,60.5,35.6,31.0,0.0
2022-08-26,,,,,,,,,,,70.0,,,,,,,,,,,,43.0,,,,,,,,,,,,,,35.0,,38.6,7.71,52110.0,30200.0,58.0,1759.0,11120.0,0.16,,,65.0,50.0,86.0,,,,,,,,,,,35.0,55.0,82.0,37.7,7.7,40550.0,21150.0,52.2,1043.0,11000.0,0.09,,,32.0,23520.0,62.9,34.0,27.0,0.0
2022-08-27,,,,,,,,,,,78.0,,,,,,,,,,,,38.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,46.0,50.0,82.0,,,,,,,,,,,35.0,60.0,84.0,,,,,,,,,,,29.0,24138.0,75.9,24.0,27.0,0.0
2022-08-28,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,45.0,,,,,,,,,,,,51.0,45.0,52.0,,,,,,,,,,,39.0,50.0,51.0,,,,,,,,,,,35.0,24436.0,72.2,27.0,22.0,0.0
2022-08-29,,,,,,,,,,,90.0,,40.3,7.72,46360.0,28040.0,60.5,2483.0,12880.0,0.19,,,33.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,46.0,55.0,59.0,42.4,7.65,45130.0,20870.0,46.2,1433.0,8580.0,0.17,,,32.0,60.0,58.0,,,,,,,,,,,29.0,24118.0,72.3,27.7,47.0,0.0
2022-08-30,,,,,,,,,,,80.0,,,,,,,,,,,,38.0,,,,,,,,,,,,,,50.0,,39.2,7.6,54890.0,27730.0,50.5,1729.0,9730.0,0.18,,,46.0,55.0,84.0,,,,,,,,,,,32.0,55.0,89.0,38.4,7.56,43540.0,20410.0,46.9,1849.0,10710.0,0.17,,,32.0,24583.0,58.1,39.6,60.0,0.0
2022-08-31,,,,,,,,,,,80.0,,,,,,,,,,,,38.0,,,,,,,,,,,,,,40.0,,,,,,,,,,,,57.0,50.0,45.0,,,,,,,,,,,35.0,50.0,52.0,,,,,,,,,,,35.0,25511.0,58.3,39.1,45.0,0.0
2022-09-01,27.2,4.1,88977.8,54082.1,,2710.497,671.974,150510.0,135210.0,89.8,80.0,,38.7,7.53,51100.0,31330.0,61.3,2434.0,12550.0,0.19,3.61,0.82,38.0,,,,,,,,,,,,,,40.0,,,,,,,,,,2.37,,57.0,50.0,86.0,38.9,7.61,47970.0,24870.0,51.8,1249.0,8950.0,0.14,3.88,0.88,35.0,50.0,84.0,,,,,,,,,3.88,,35.0,23671.0,62.2,37.7,49.1,0.0
2022-09-02,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,45.0,,33.2,7.58,50890.0,29470.0,57.9,1913.0,10465.0,0.18,,,51.0,50.0,82.0,,,,,,,,,,,35.0,55.0,84.0,32.6,7.56,41890.0,24170.0,57.7,2010.0,11250.0,0.18,,,32.0,24350.0,75.1,24.8,55.0,0.0
2022-09-03,,,,,,,,,,,80.0,,,,,,,,,,,,38.0,,,,,,,,,,,,,,45.0,,,,,,,,,,,,51.0,50.0,81.0,,,,,,,,,,,35.0,50.0,84.0,,,,,,,,,,,35.0,24521.0,73.4,26.6,48.0,0.0
2022-09-04,,,,,,,,,,,55.0,,,,,,,,,,,,55.0,,,,,,,,,,,,,,35.0,,,,,,,,,,,,65.0,45.0,14.0,,,,,,,,,,,39.0,40.0,14.0,,,,,,,,,,,44.0,23996.0,55.8,29.9,42.0,0.0
2022-09-05,,,,,,,,,,,90.0,,39.6,7.58,46870.0,26320.0,56.2,1778.0,11405.0,0.16,,,33.0,,,,,,,,,,,,,,40.0,,,,,,,,,,,,57.0,50.0,48.0,41.9,7.42,48120.0,22570.0,46.9,1129.0,7490.0,0.15,,,35.0,50.0,52.0,,,,,,,,,,,35.0,21973.0,59.6,34.5,42.0,0.0
2022-09-06,,,,,,,,,,,70.0,,,,,,,,,,,,43.0,,,,,,,,,,,,,,40.0,,40.1,7.5,47710.0,27190.0,57.0,1151.0,10325.0,0.11,,,57.0,50.0,73.0,,,,,,,,,,,35.0,50.0,69.0,38.4,7.51,38600.0,22470.0,58.2,1534.0,10685.0,0.14,,,35.0,23740.0,61.2,35.7,43.0,0.0
2022-09-07,,,,,,,,,,,75.0,,35.6,7.62,46690.0,28900.0,61.9,2423.0,12905.0,0.19,,,40.0,,,,,,,,,,,,,,45.0,,,,,,,,,,,,51.0,50.0,63.0,30.4,7.47,41720.0,21300.0,51.1,1020.0,8160.0,0.13,,,35.0,55.0,62.0,,,,,,,,,,,32.0,24171.0,72.4,27.5,54.0,0.0
2022-09-08,28.7,4.2,116641.3,80922.4,,3560.5,731.051,68250.0,61650.0,90.3,75.0,,,,,,,,,,1.54,,40.0,,,,,,,,,,,,,,45.0,,41.0,7.49,48210.0,27340.0,56.7,1268.0,10505.0,0.12,1.22,0.86,51.0,55.0,56.0,,,,,,,,,1.95,,32.0,50.0,50.0,40.5,7.42,42020.0,24000.0,57.1,2205.0,10395.0,0.21,1.77,0.86,35.0,23437.0,76.3,23.7,37.0,0.0
2022-09-09,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,45.0,,,,,,,,,,,,51.0,55.0,77.0,,,,,,,,,,,32.0,50.0,76.0,,,,,,,,,,,35.0,23080.0,73.0,27.0,36.0,0.0
2022-09-10,,,,,,,,,,,60.0,,,,,,,,,,,,50.0,,,,,,,,,,,,,,26.0,,,,,,,,,,,,88.0,55.0,41.0,,,,,,,,,,,32.0,50.0,40.0,,,,,,,,,,,35.0,22284.0,61.9,35.1,36.0,0.0
2022-09-11,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,40.0,,,,,,,,,,,,57.0,55.0,49.0,,,,,,,,,,,32.0,50.0,49.0,,,,,,,,,,,35.0,23700.0,63.8,34.8,31.0,0.0
2022-09-12,,,,,,,,,,,90.0,,,,,,,,,,,,33.0,,,,,,,,,,,,,,55.0,,,,,,,,,,,,41.0,65.0,51.0,,,,,,,,,,,27.0,60.0,47.0,,,,,,,,,,,29.0,25544.0,73.6,26.3,37.0,0.0
2022-09-13,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,50.0,,40.1,7.46,45650.0,26750.0,58.6,1354.0,9215.0,0.15,,,46.0,55.0,40.0,,,,,,,,,,,32.0,60.0,31.0,39.2,7.4,41120.0,23020.0,56.0,960.0,8850.0,0.11,,,29.0,24412.0,75.0,25.0,43.0,0.0
2022-09-14,,,,,,,,,,,75.0,,31.4,7.65,51370.0,30960.0,60.3,2276.0,12675.0,0.18,,,40.0,,,,,,,,,,,,,,45.0,,,,,,,,,,,,51.0,60.0,58.0,29.7,7.33,44860.0,23590.0,52.6,1429.0,8090.0,0.18,,,29.0,55.0,50.0,,,,,,,,,,,32.0,25147.0,71.7,28.3,39.0,0.0
2022-09-15,31.7,4.2,112510.7,49003.2,,2339.965,562.045,183410.0,161370.0,88.0,75.0,,,,,,,,,,4.03,,40.0,,,,,,,,,,,,,,45.0,,38.1,7.48,46600.0,25760.0,55.3,1136.0,10785.0,0.11,3.18,0.83,51.0,55.0,66.0,,,,,,,,,5.09,,32.0,50.0,62.0,37.6,7.45,39710.0,22580.0,56.9,1470.0,10125.0,0.15,4.63,0.82,35.0,22729.0,53.0,40.1,38.0,0.0
2022-09-16,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,45.0,,32.7,7.54,43140.0,23610.0,54.7,1271.0,11295.0,0.11,,,51.0,55.0,43.0,,,,,,,,,,,32.0,50.0,43.0,33.2,7.48,38140.0,20840.0,54.6,1294.0,9715.0,0.13,,,35.0,24851.0,60.3,38.2,25.0,0.0
2022-09-17,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,45.0,,,,,,,,,,,,51.0,55.0,76.0,,,,,,,,,,,32.0,50.0,74.0,,,,,,,,,,,35.0,23815.0,74.5,25.1,16.0,0.0
2022-09-18,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,45.0,,,,,,,,,,,,51.0,50.0,3.0,,,,,,,,,,,35.0,55.0,3.0,,,,,,,,,,,32.0,25381.0,75.7,24.3,18.0,0.0
2022-09-19,,,,,,,,,,,75.0,,35.7,7.59,50510.0,30650.0,60.7,2276.0,12610.0,0.18,,,40.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,46.0,55.0,43.0,33.0,7.35,41540.0,21570.0,51.9,1388.0,8310.0,0.17,,,32.0,50.0,43.0,,,,,,,,,,,35.0,24311.0,62.0,33.1,19.0,0.0
2022-09-20,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,50.0,,31.2,7.44,37360.0,20500.0,54.9,1579.0,12645.0,0.12,,,46.0,55.0,70.0,,,,,,,,,,,32.0,50.0,65.0,32.5,7.51,44350.0,24260.0,54.7,1163.0,9880.0,0.12,,,35.0,22804.0,62.9,34.6,16.0,0.0
2022-09-21,,,,,,,,,,,80.0,,,,,,,,,,,,38.0,,,,,,,,,,,,,,45.0,,,,,,,,,,,,51.0,55.0,59.0,,,,,,,,,,,32.0,50.0,51.0,,,,,,,,,,,35.0,23629.0,65.4,33.8,18.0,0.0
2022-09-22,25.5,4.3,112491.0,65868.8,,3508.789,817.613,137580.0,123770.0,90.0,85.0,,30.1,7.66,52070.0,32060.0,61.6,2396.0,12615.0,0.19,3.51,0.82,35.0,,,,,,,,,,,,,,50.0,,,,,,,,,,2.71,,46.0,55.0,72.0,36.9,7.51,48290.0,26080.0,54.0,1178.0,7605.0,0.15,3.91,0.87,32.0,50.0,67.0,,,,,,,,,3.55,,35.0,25404.0,73.5,25.4,16.0,0.0
2022-09-23,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,50.0,,38.6,7.56,50100.0,30380.0,60.6,1871.0,12215.0,0.15,,,46.0,50.0,51.0,,,,,,,,,,,35.0,55.0,44.0,30.4,7.46,41760.0,23300.0,55.8,979.0,10080.0,0.1,,,32.0,22229.0,75.5,24.5,18.0,0.0
2022-09-24,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,60.0,,,,,,,,,,,,38.0,60.0,66.0,,,,,,,,,,,29.0,60.0,60.0,,,,,,,,,,,29.0,25946.0,76.3,23.7,21.0,0.0
2022-09-25,,,,,,,,,,,60.0,,,,,,,,,,,,50.0,,,,,,,,,,,,,,30.0,,,,,,,,,,,,76.0,40.0,59.0,,,,,,,,,,,44.0,40.0,54.0,,,,,,,,,,,44.0,23938.0,58.1,37.8,20.0,0.0
2022-09-26,,,,,,,,,,,80.0,,38.1,7.66,50260.0,30610.0,60.9,2186.0,12455.0,0.18,,,38.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,46.0,55.0,68.0,31.7,7.37,43630.0,22370.0,51.3,1290.0,8330.0,0.15,,,32.0,50.0,59.0,,,,,,,,,,,35.0,23522.0,59.2,37.5,21.0,0.0
2022-09-27,,,,,,,,,,,80.0,,,,,,,,,,,,38.0,,,,,,,,,,,,,,50.0,,36.2,7.43,26930.0,14960.0,55.6,1223.0,12980.0,0.09,,,46.0,50.0,51.0,,,,,,,,,,,35.0,55.0,45.0,37.5,7.45,40680.0,22230.0,54.6,1279.0,10260.0,0.12,,,32.0,24679.0,75.1,24.2,20.0,0.0
2022-09-28,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,46.0,50.0,67.0,,,,,,,,,,,35.0,55.0,57.0,,,,,,,,,,,32.0,25071.0,75.2,24.8,22.0,0.0
2022-09-29,23.4,4.3,131366.1,83863.2,,3206.062,783.129,164640.0,147550.0,89.6,80.0,,36.8,7.59,53620.0,32860.0,61.3,2119.0,12620.0,0.17,3.93,0.82,38.0,,,,,,,,,,,,,,50.0,,,,,,,,,,3.24,,46.0,50.0,67.0,32.6,7.42,46170.0,24120.0,52.2,1579.0,8380.0,0.19,4.24,0.87,35.0,55.0,55.0,,,,,,,,,4.66,,32.0,23978.0,74.8,25.2,16.0,0.0
2022-09-30,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,50.0,,28.6,7.44,26620.0,15030.0,56.5,1151.0,13245.0,0.09,,,46.0,45.0,64.0,,,,,,,,,,,39.0,55.0,71.0,33.3,7.45,39830.0,21820.0,54.8,1185.0,10840.0,0.11,,,32.0,24729.0,71.9,24.4,23.0,0.0
2022-10-01,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,46.0,50.0,62.0,,,,,,,,,,,35.0,55.0,67.0,,,,,,,,,,,32.0,24729.0,59.97,29.7,24.0,0.0
2022-10-02,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,45.0,,,,,,,,,,,,51.0,45.0,61.0,,,,,,,,,,,39.0,50.0,51.0,,,,,,,,,,,35.0,25037.0,77.2,22.5,21.0,0.0
2022-10-03,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,55.0,,,,,,,,,,,,41.0,50.0,56.0,,,,,,,,,,,35.0,55.0,51.0,,,,,,,,,,,32.0,27948.0,74.6,25.3,31.0,0.0
2022-10-04,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,55.0,,31.2,7.49,26250.0,15710.0,59.8,836.0,12160.0,0.07,,,41.0,55.0,62.0,,,,,,,,,,,32.0,55.0,49.0,29.3,7.39,42280.0,23260.0,55.0,926.0,9400.0,0.1,,,32.0,25624.0,75.3,24.7,22.0,0.0
2022-10-05,,,,,,,,,,,70.0,,34.9,7.49,53710.0,32800.0,61.1,2696.0,12845.0,0.21,,,43.0,,,,,,,,,,,,,,45.0,,,,,,,,,,,,51.0,35.0,43.0,32.7,7.4,47950.0,24560.0,51.2,1350.0,8935.0,0.15,,,50.0,45.0,44.0,,,,,,,,,,,39.0,18641.0,72.8,23.5,25.0,0.0
2022-10-06,37.2,4.2,162087.3,81472.8,,4029.285,876.139,126430.0,112610.0,89.1,85.0,,36.3,7.59,53290.0,32770.0,61.5,2265.0,12610.0,0.18,3.19,0.8,35.0,,,,,,,,,,,,,,50.0,,,,,,,,,,2.47,,46.0,50.0,80.0,42.1,7.46,45470.0,23360.0,51.4,1095.0,8730.0,0.13,3.23,0.87,35.0,55.0,72.0,,,,,,,,,3.56,,32.0,25577.0,76.5,22.5,25.0,0.0
2022-10-07,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,45.0,,31.5,7.62,53230.0,33180.0,62.3,2775.0,11740.0,0.24,,,51.0,50.0,68.0,,,,,,,,,,,35.0,55.0,64.0,32.1,7.69,38800.0,21500.0,55.4,1313.0,11175.0,0.12,,,32.0,25226.0,76.3,23.5,16.0,0.0
2022-10-08,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,45.0,,,,,,,,,,,,51.0,50.0,74.0,,,,,,,,,,,35.0,55.0,62.0,,,,,,,,,,,32.0,24979.0,75.2,24.8,17.0,0.0
2022-10-09,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,40.0,,,,,,,,,,,,57.0,50.0,44.0,,,,,,,,,,,35.0,50.0,40.0,,,,,,,,,,,35.0,25042.0,75.1,24.9,20.0,0.0
2022-10-10,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,46.0,45.0,68.0,,,,,,,,,,,39.0,55.0,69.0,,,,,,,,,,,32.0,24575.0,64.7,32.1,27.0,0.0
2022-10-11,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,50.0,,27.2,7.53,20780.0,11560.0,55.6,1069.0,13650.0,0.08,,,46.0,50.0,54.0,,,,,,,,,,,35.0,55.0,56.0,33.8,7.48,50440.0,27400.0,54.3,1271.0,10780.0,0.12,,,32.0,23419.0,64.2,33.5,19.0,0.0
2022-10-12,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,46.0,55.0,61.0,,,,,,,,,,,32.0,60.0,58.0,,,,,,,,,,,29.0,23484.0,75.4,24.2,21.0,0.0
2022-10-13,21.5,4.4,102952.4,62947.2,,1961.775,522.76,219050.0,198140.0,90.5,80.0,,,,,,,,,,5.28,,38.0,,,,,,,,,,,,,,50.0,,23.5,7.49,21360.0,11870.0,55.6,1140.0,13995.0,0.08,4.35,0.87,46.0,50.0,42.0,,,,,,,,,5.69,,35.0,55.0,38.0,38.2,7.44,43560.0,24230.0,55.6,1534.0,10715.0,0.14,6.26,0.87,32.0,25677.0,70.1,29.8,25.0,0.0
2022-10-14,,,,,,,,,,,80.0,,35.4,7.63,50480.0,31040.0,61.5,1703.0,12410.0,0.14,,,38.0,,,,,,,,,,,,,,55.0,,,,,,,,,,,,41.0,50.0,63.0,36.7,7.44,48290.0,25300.0,52.4,1129.0,8430.0,0.13,,,35.0,55.0,56.0,,,,,,,,,,,32.0,25205.0,53.3,36.5,29.0,0.0
2022-10-15,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,46.0,45.0,45.0,,,,,,,,,,,39.0,55.0,49.0,,,,,,,,,,,32.0,24708.0,59.5,37.3,27.0,0.0
2022-10-16,,,,,,,,,,,85.0,,,,,,,,,,,,35.0,,,,,,,,,,,,,,45.0,,,,,,,,,,,,51.0,45.0,13.0,,,,,,,,,,,39.0,50.0,15.0,,,,,,,,,,,35.0,26940.0,63.2,35.3,20.0,0.0
2022-10-17,,,,,,,,,,,95.0,,31.4,7.52,49510.0,31150.0,62.9,2730.0,12750.0,0.21,,,32.0,,,,,,,,,,,,,,55.0,,,,,,,,,,,,41.0,50.0,35.0,33.0,7.5,51360.0,27930.0,54.4,1211.0,8460.0,0.14,,,35.0,50.0,33.0,,,,,,,,,,,35.0,26055.0,75.4,24.1,21.0,0.0
2022-10-18,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,40.0,,23.5,7.46,19685.0,10760.0,54.7,814.0,14055.0,0.06,,,57.0,50.0,35.0,,,,,,,,,,,35.0,55.0,34.0,37.0,7.38,42785.0,24885.0,58.2,1553.0,10185.0,0.15,,,32.0,26311.0,57.9,39.8,31.0,2.0
2022-10-19,,,,,,,,,,,75.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,46.0,40.0,37.0,,,,,,,,,,,44.0,40.0,36.0,,,,,,,,,,,44.0,23277.0,56.3,43.6,33.0,0.0
2022-10-20,26.4,4.2,71550.0,36387.2,,1600.27,386.695,145060.0,132120.0,91.1,80.0,,32.5,7.58,57420.0,35960.0,62.6,2153.0,12090.0,0.18,3.52,0.84,38.0,,,,,,,,,,,,,,50.0,,,,,,,,,,2.9,,46.0,45.0,66.0,31.8,7.54,46880.0,24950.0,53.2,1320.0,8755.0,0.15,3.41,0.89,39.0,45.0,70.0,,,,,,,,,3.41,,39.0,19954.0,58.3,40.9,35.0,0.0
2022-10-21,,,,,,,,,,,40.0,,,,,,,,,,,,75.0,5.0,,,,,,,,,,,,600.0,60.0,,35.6,7.58,56090.0,35000.0,62.4,2726.0,12435.0,0.22,,,38.0,50.0,54.0,,,,,,,,,,,35.0,55.0,54.0,27.3,7.62,39150.0,21680.0,55.4,1005.0,10080.0,0.1,,,32.0,18362.0,60.2,39.7,22.0,0.0
2022-10-22,,,,,,,,,,,20.0,,,,,,,,,,,,150.0,35.0,,,,,,,,,,,,86.0,55.0,,,,,,,,,,,,41.0,50.0,69.0,,,,,,,,,,,35.0,50.0,56.0,,,,,,,,,,,35.0,20155.0,63.0,36.0,18.0,0.0
2022-10-23,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,86.0,60.0,,,,,,,,,,,,38.0,35.0,45.0,,,,,,,,,,,50.0,40.0,45.0,,,,,,,,,,,44.0,20904.0,61.1,38.5,24.0,0.0
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,50.0,,32.6,7.61,,,,1500.0,11810.0,0.13,,,60.0,60.0,,,,,,,,,,,,38.0,35.0,20.0,34.7,7.38,49190.0,27470.0,55.8,979.0,7750.0,0.13,,,50.0,40.0,12.0,,,,,,,,,,,44.0,18488.0,69.4,30.2,26.0,0.0
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,60.0,,33.0,7.6,,,,1770.0,12230.0,0.14,,,50.0,60.0,,29.2,7.68,51840.0,31230.0,60.2,1286.0,12350.0,0.1,,,38.0,40.0,71.0,,,,,,,,,,,44.0,40.0,68.0,28.7,7.48,43260.0,23350.0,54.0,986.0,10300.0,0.1,,,44.0,19399.0,65.8,32.7,28.0,0.0
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,,65.0,,32.2,7.58,49690.0,31110.0,62.6,1676.0,12640.0,0.13,,,46.0,55.0,,,,,,,,,,,,41.0,45.0,51.0,,,,,,,,,,,39.0,45.0,48.0,,,,,,,,,,,39.0,20087.0,64.2,33.1,25.0,0.0
2022-10-27,21.2,5.5,104105.2,67728.0,,2616.976,631.98,193280.0,174960.0,90.5,,,,,,,,,,,,,,70.0,,30.1,7.68,50710.0,31040.0,61.2,1601.0,12980.0,0.12,4.08,0.83,43.0,50.0,,,,,,,,,,3.84,,46.0,45.0,58.0,35.0,7.47,46440.0,24270.0,52.3,949.0,7485.0,0.13,4.52,0.88,39.0,45.0,55.0,,,,,,,,,4.52,,39.0,20572.0,63.5,36.1,22.0,0.0
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,70.0,,37.5,7.57,46550.0,27590.0,59.3,1568.0,12715.0,0.12,,,43.0,50.0,,36.1,7.39,52410.0,34170.0,65.2,3649.0,12740.0,0.29,,,46.0,45.0,51.0,,,,,,,,,,,39.0,45.0,49.0,31.6,7.44,38010.0,20490.0,53.9,1271.0,10150.0,0.13,,,39.0,22796.0,64.2,35.8,29.1,0.0
2022-10-29,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,43.0,45.0,,,,,,,,,,,,51.0,45.0,52.0,,,,,,,,,,,39.0,45.0,49.0,,,,,,,,,,,39.0,14602.0,63.8,36.2,28.7,0.0
2022-10-30,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,43.0,50.0,,,,,,,,,,,,46.0,45.0,60.0,,,,,,,,,,,39.0,45.0,59.0,,,,,,,,,,,39.0,17606.0,61.9,35.6,27.7,0.0
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,65.0,30.0,36.5,7.6,58880.0,38300.0,65.0,1958.0,12530.0,0.16,,,46.0,50.0,,,,,,,,,,,,46.0,40.0,53.0,33.5,7.33,45320.0,24750.0,54.6,1178.0,7805.0,0.15,,,44.0,45.0,52.0,,,,,,,,,,,39.0,23809.0,62.1,35.5,28.4,0.0
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,70.0,18.0,30.2,7.6,52780.0,32710.0,62.0,1643.0,12615.0,0.13,,,43.0,50.0,,31.2,7.53,55420.0,36500.0,65.9,3821.0,11970.0,0.32,,,46.0,35.0,64.0,,,,,,,,,,,50.0,45.0,56.0,30.4,7.52,42590.0,24040.0,56.4,1088.0,9665.0,0.11,,,39.0,22989.0,65.2,34.7,32.0,0.0
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,70.0,10.0,35.0,7.6,,,,1826.0,12595.0,0.14,,,43.0,50.0,,,,,,,,,,,,46.0,35.0,54.0,,,,,,,,,,,50.0,45.0,52.0,,,,,,,,,,,39.0,24422.0,63.1,36.9,45.0,0.0
2022-11-03,20.4,4.5,163819.8,98604.0,,3941.534,862.408,195820.0,176530.0,90.1,,,,,,,,,,,,,,75.0,,34.6,7.67,,,,1515.0,12660.0,0.12,4.41,,40.0,25.0,,,,,,,,,,1.94,,91.0,45.0,56.0,39.4,7.5,53720.0,29630.0,55.2,885.0,7645.0,0.12,4.56,0.86,39.0,45.0,60.0,,,,,,,,,4.56,,39.0,22747.0,63.2,36.8,38.0,0.0
